Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	1.8605442	4.159769	30.0	-1.0	13.459184	-0.17758098	0.006199895	-0.14987046	-0.2007695	4000	-2.483527e-09	9.178732	-0.01078498	-1.616788	2.2799685	0.008586574	0.10435435	79.0	8.220494985580444
1	2.248227	5.192952	56.0	-1.0	14.078014	1.0524218	0.32710022	1.620653	0.48385143	8000	0.0	10.140637	-0.018276338	-0.30027404	2.27856	0.010832756	0.12712713	79.0	16.44223690032959
2	2.8858268	4.9880524	27.0	-1.0	15.586615	1.3254514	0.49244803	2.9767578	0.049727574	12000	0.0	9.053983	-0.02146742	-0.45792064	2.2784402	0.0103020845	0.1579079	79.0	24.686881065368652
3	2.762097	4.830583	31.0	-1.0	15.91129	1.4271302	0.94620055	3.6690547	-1.8087294	16000	9.934108e-09	8.157463	-0.02472111	-1.2377225	2.2564676	0.012669015	0.16616617	79.0	32.96683096885681
4	3.1021276	5.1146636	26.0	-1.0	16.761702	1.5950228	1.347766	9.386293	-1.757829	20000	-1.9868216e-08	9.215022	-0.024304822	-1.3596276	2.2303505	0.012688062	0.12962963	79.0	41.188835859298706
5	4.2843604	6.282805	42.0	-1.0	18.445498	1.5589359	1.279008	7.9329653	-1.1376668	24000	1.9868216e-08	12.531201	-0.030075604	-1.4609966	2.2001944	0.012762333	0.1438939	79.0	49.412261962890625
6	5.020408	7.1371117	42.0	-1.0	19.790817	2.133365	1.2868595	5.868352	-1.1040983	28000	0.0	14.446424	-0.03345994	-2.3377001	2.1724346	0.01062994	0.18143143	79.0	57.65807604789734
7	5.7540984	7.1814632	32.0	-1.0	21.32787	3.1569717	1.7290794	10.142985	-1.9310126	32000	1.0554989e-08	13.938352	-0.024993509	-2.3461506	2.133176	0.015244089	0.2017017	31.0	63.625826835632324
8	6.3505745	7.9037366	37.0	-1.0	22.47701	2.8631308	1.4835428	8.717703	-1.3895655	36000	-9.934108e-09	14.487285	-0.013873226	-1.2995242	2.1020062	0.01515499	0.1448949	14.0	68.72888612747192
9	6.595238	7.7814174	37.0	-1.0	23.047619	2.7764118	1.5260493	6.472344	-1.9459599	40000	1.0554989e-08	13.939298	-0.030772028	-1.2661027	2.0745018	0.01120203	0.1544044	79.0	76.95854496955872
10	6.796407	8.50962	37.0	-1.0	23.293413	2.9943964	1.6075292	7.6163173	-2.676753	44000	1.1796753e-08	16.681812	-0.032047324	-2.731079	2.0314567	0.013415228	0.17167167	79.0	85.19577598571777
11	10.284672	12.25159	64.0	-1.0	28.744526	3.1060143	1.9356639	11.029594	-3.015066	48000	9.934108e-09	23.259361	-0.03285735	-5.084257	1.9914726	0.013915338	0.16216217	79.0	93.4177360534668
12	9.577778	10.629426	62.0	-1.0	28.051851	4.3231044	2.0470042	14.978558	-4.344928	52000	1.1175871e-08	20.801962	-0.038700048	-3.558798	1.9805323	0.01394103	0.1861862	79.0	101.68119311332703
13	11.234375	14.166137	67.0	-1.0	30.53125	4.1233892	2.001765	12.7590275	-1.7168399	56000	2.2351742e-08	21.506903	-0.03677329	-3.6678314	1.9445062	0.011927701	0.16616617	79.0	109.92882323265076
14	12.623932	13.146594	65.0	-1.0	32.811966	4.8941717	2.3640091	13.862654	-1.2748047	60000	-6.208817e-09	20.996193	-0.033970222	-3.4503014	1.8979597	0.009456416	0.14664665	79.0	118.21649384498596
15	12.252101	13.3663435	62.0	-1.0	32.35294	4.868728	2.200318	11.438835	-1.3999927	64000	7.450581e-09	21.889135	-0.03621216	-3.5966015	1.843021	0.010454264	0.17842843	79.0	126.46546912193298
16	13.33945	14.767445	66.0	-1.0	34.80734	5.0071626	2.1606483	13.844685	-2.1644819	68000	-1.7384687e-08	22.405176	-0.035722464	-3.2605765	1.8029217	0.01098609	0.16416417	79.0	134.81923007965088
17	15.772277	19.212662	73.0	-1.0	37.534653	5.283062	1.9390992	12.542624	-1.5097762	72000	-4.967054e-09	25.575792	-0.035326608	-4.148887	1.7638308	0.013892998	0.1418919	79.0	143.04501795768738
18	19.444445	20.040022	73.0	-1.0	43.18889	6.3443923	2.0926821	15.37886	-1.3400736	76000	0.0	24.468529	-0.03533618	-4.686092	1.7166885	0.015172709	0.17117117	61.0	150.39893102645874
19	16.367348	15.54348	67.0	-1.0	39.642857	6.481895	2.578574	21.263657	-1.9170586	80000	0.0	24.40577	-0.03587342	-4.1594815	1.6879135	0.0137299495	0.1468969	79.0	158.66200304031372
20	16.938776	17.506744	67.0	-1.0	39.15306	5.717521	1.8066204	13.829017	-0.17112987	84000	-2.4835268e-08	26.173258	-0.0346009	-2.6178124	1.6711216	0.009168453	0.16841842	79.0	166.89229702949524
21	17.797873	16.90372	73.0	-1.0	40.234043	6.2348347	2.020911	12.935566	-0.25793678	88000	1.4901161e-08	23.86763	-0.039260972	-3.0030496	1.6379675	0.010383618	0.16616617	79.0	175.15449810028076
22	21.45679	20.408815	67.0	-1.0	46.580246	6.417348	2.0234356	12.1483135	-0.24252716	92000	4.967054e-09	26.136284	-0.03998198	-3.3815126	1.6050186	0.011590163	0.2102102	79.0	183.396497964859
23	24.013334	19.739971	73.0	-1.0	51.093334	7.197441	2.1096802	13.809644	-0.022968367	96000	-1.2417635e-09	22.859488	-0.034296248	-2.6651652	1.5514331	0.0107180895	0.1373874	79.0	191.65698099136353
24	21.379747	17.272429	63.0	-1.0	47.92405	7.2680035	1.9103396	13.523952	-0.03919624	100000	2.483527e-09	20.832762	-0.03712592	-2.8832579	1.5255761	0.007771094	0.14264265	79.0	199.88604092597961
25	25.777779	19.031569	72.0	-1.0	53.5	6.695954	1.9531571	12.659332	-0.049418807	104000	-1.9868216e-08	22.956388	-0.036864303	-3.950404	1.4840065	0.015875375	0.18168168	73.0	207.81986689567566
26	27.057142	21.666885	71.0	-1.0	55.3	7.5934486	1.9185447	14.395353	-0.048644453	108000	-3.7252903e-08	22.97376	-0.039492786	-5.1476855	1.4528112	0.013507593	0.17817818	79.0	216.04301500320435
